,Name,Org,Sentence
200,['Pete Vlastelica'],"['Overwatch League', 'Call of Duty League', 'Activision Blizzard Esports', 'CNN Business']","['""It\'s pretty incredible that both Overwatch League and Call of Duty League will be the only city-based leagues still fortunate enough to operate in this current environment,"" Pete Vlastelica, president and CEO of Activision Blizzard Esports, said in a statement to CNN Business.']"
201,['Nicole Pike'],['Nielsen Esports'],"['""The changing environment is turning both consumer and advertiser attention toward the gaming video content space, with esports being part of this,"" said Nicole Pike, managing director of Nielsen Esports.']"
202,['Craig Levine'],['ESL (Electronic Sports League'],"['""We suddenly had to scramble and tell everyone, \'Don\'t come,\'"" said Craig Levine, global chief strategy officer of ESL (Electronic Sports League).']"
203,['Levine'],['ESL'],"[""ESL's Levine said that for now, regional events are being held to prevent this issue.""]"
204,['Fernando Espana'],['Reuters'],"['""We have been waiting for five days,"" Fernando Espana said in a video obtained by Reuters on March 30, as he complained about the struggles to have authorities come pick up his family member.']"
205,['Navarro'],['3M'],"['""We\'ve had some issues making sure that all of the production that 3M does, enough of it is coming back here to the right places,"" Navarro said from the White House podium alongside the President.']"
206,['Mike Roman'],"['3M', 'CNBC']","['On Friday morning, 3M\'s CEO Mike Roman was on CNBC complaining about the heavy-handed federal approach, saying it was ""absurd"" to claim his company wasn\'t doing everything it could to help combat the coronavirus.']"
207,['Kushner'],['the White House'],"[""Kushner's role has drawn eyerolls from some inside the White House who say that he was among those urging the President to downplay the coronavirus threat in February when the markets started tanking.""]"
208,['Donald Trump'],['CNN'],"[""(CNN) On two occasions during Sunday's coronavirus briefing, President Donald Trump falsely denied he had said words he had said publicly last week.""]"
209,['Pelosi'],['CNBC'],"['And I think the bill could be very much like the bill we just passed,"" Pelosi said during an interview on CNBC.']"
210,['Pelosi'],"['Congress', 'House']","['""POTUS has been clear that if we need to do more from Phase 3, he won\'t hesitate to ask, and expects Congress to act,"" the official said, adding that the other ideas Pelosi and House Democrats put forward ""aren\'t relevant to the challenges we face right now.""']"
212,['Baldwin'],['CNN'],"[""Baldwin, who has been broadcasting from CNN's offices in New York City, said she had been following all the proper precautions.""]"
213,['Trump'],['3M'],"[""3M, the world's largest maker of respirator masks, said Friday it is willing to comply with President Trump's order to manufacture and supply more critically needed N95 masks for the United States.""]"
214,['Trump'],"['DPA', '3M', '3M', '3M']","['A day after Trump invoked the Defense Production Act (DPA) to order 3M to significantly ramp up production of N95 respirators, 3M said in a statement that ""3M and its employees have gone above and beyond to manufacture as many N95 respirators as possible for the US market.""']"
215,['William Barr'],"['3M', '3M']","[""Regarding price gouging, 3M said it is working with the U.S. Attorney General William Barr and attorneys general of every state, to curb the problem and to inform them that 3M hasn't, and will not, has not raise prices for its respirators.""]"
216,['Lapschies'],"['Facebook The Oregon Department of Veterans Affairs', 'KOIN']","['The governor sent birthday wishes on Facebook The Oregon Department of Veterans Affairs says 15 residents at the facility have tested positive for coronavirus and two have died Lapschies was kept isolated in his room after he started showing symptoms on March 5, and his daughter told KOIN that he got ""very, very sick.""']"
217,['Paul Williams'],"['the American Society of Composers', 'Authors and Publishers']","['""We lost a giant of songwriting today,"" Paul Williams, president and chairman of the American Society of Composers, Authors and Publishers said in a statement.']"
219,['Skilton'],['Covid-19'],"['""Covid-19 is an emergency on such a huge scale that, if anonymity is managed appropriately, internet giants and social media platforms could play a responsible part in helping to build collective crowd intelligence for social good, rather than profit,"" Skilton said.']"
220,['James White'],['Ventilator Challenge UK'],"['James White, a spokesperson for the Ventilator Challenge UK consortium, said the racing teams are perfectly suited to the mission.']"
221,['Tim Bampton'],['McLaren'],"['Tim Bampton, communications director at McLaren, said ""the speed at which it came together was phenomenal.""']"
222,['Grey'],"['Gtech', 'Mercedes']","['The Gtech design mimicked human breath by compressing a rubber bag; instead, Grey said the government belatedly realized it needed CPAP devices similar to the ones designed by Mercedes.']"
223,['Muselier'],"['CNN', 'the French Foreign Ministry']","['Contacted by CNN, Muselier referred further questions to the French Foreign Ministry, which said Thursday it was looking into the reports.']"
224,['Fernando Simon'],['the Center for Coordination of Emergencies and Health Alerts'],"['Last week Fernando Simon, director of the Center for Coordination of Emergencies and Health Alerts, said that ""Although access to personal protective equipment is proving sufficient, it is true that at some points there may be critical moments.""']"
225,['Baskin'],"['the National Geographic Big Cats Initiative', 'Panthera']","[""Baskin may not be anywhere close to a perfect conservation hero -- there are a whole lot of organizations that do better work when it comes to advocating for big cats in the wild, including the National Geographic Big Cats Initiative and Panthera -- but other welfare animal advocates say she has an excellent reputation, and it's clear that her organization is not on par with cub petting zoos.""]"
231,['Adam Roberts'],"['The Amateur Gourmet', 'Instagram']","['""Now is a great opportunity to find pleasure in cooking,"" says Adam Roberts, the popular food writer behind The Amateur Gourmet blog and Instagram account.']"
232,['McConnell'],['the Courier Journal'],"['According to the Courier Journal , McConnell said at the event that ""it\'s safe to say that in recent years there\'s been a lot of enthusiasm surrounding judicial confirmations—to put it mildly -- brave public servants who\'ve been tossed into the media circus and subjected to partisan attacks.""']"
233,['Claire Babineaux-Fontenot'],['Feeding America'],"['""This donation, the largest single gift in our history, will enable us to provide more food to millions of our neighbors facing hardship during this crisis,"" said Claire Babineaux-Fontenot, CEO of Feeding America, in a statement.']"
234,['Bezos'],"['Feeding America', 'Instagram']","['Bezos added a link to Feeding America in his Instagram bio, saying ""if you want to help,"" the organization is open to donations of any size.']"
237,['Ai-Jen Poo'],['the National Domestic Workers Alliance'],"['""This is a workforce that before the virus was incredibly insecure and vulnerable in terms of earning low wages,"" said Ai-Jen Poo, executive director of the National Domestic Workers Alliance.']"
238,['Rotruck'],['Mercy'],"['Rotruck said the Mercy was treating patients recovering from traumatic accidents, heart and lung problems, and gastrointestinal issues.']"
239,['Daniel Schnieder'],"['University of California, Berkeley']","['""As we enter a recession, it\'s great to see hiring,"" said Daniel Schnieder, an assistant professor of sociology at University of California, Berkeley.']"
