idx.1,idx,idx.1,quote,people,educ_inst
1893,1119,1893,"'We have a lot of food-insecure people already in New York, and that’s about to be substantially exacerbated,” said Dr. Irwin Redlener, the director of the National Center for Disaster Preparedness at Columbia University, where he is also a professor of public health.\n'",['Irwin Redlener'],Columbia University
1898,1126,1898,"'This is not the time to be looking at your parenting manual and expecting yourself to be a top performer,” said Dr. Pooja Lakshmin, M.D., a clinical assistant professor of psychiatry at the George Washington University School of Medicine  Health Sciences.'",['Pooja Lakshmin'],George Washington University
1899,1127,1899,"'Dr. John Swartzberg, a professor of infectious diseases at the University of California, Berkeley, School of Public Health, told me packed supermarkets could be the “site of the greatest risk to having social distancing work.'",['John Swartzberg'],"University of California, Berkeley"
1923,1141,1923,"'I swung my laptop around so the plumber could say hello to my team,” said Rachel Laser, the head of Americans United for Separation of Church and State, who normally works from offices downtown'",['Rachel Laser'],Pennsylvania State University
1941,1153,1941,"'It’s like watching these two colliding trains,” said Carol Anderson, a professor of African-American studies at Emory University, who has written extensively about voter suppression.'",['Carol Anderson'],Emory University
1957,1168,1957,"'We need more experiments like this, in particular, extending the experimental sampling time for aerosolized virus beyond three hours and testing survival under different temperature and humidity conditions,” said Dr. Jeffrey Shaman, an environmental health sciences expert at Columbia University.\n'",['Jeffrey Shaman'],Columbia University
1964,1171,1964,"'Everything that walks, flies, crawls or swims on the face of this earth makes fever,” said Dr. Paul Offit, an infectious disease expert at the University of Pennsylvania and Children’s Hospital of Philadelphia.'",['Paul Offit'],University of Pennsylvania
1964,1172,1964,"'It’s all anecdote, and fake news off the anecdotes,” said Dr. Garret FitzGerald, chair of the department of pharmacology at the Perelman School of Medicine at the University of Pennsylvania.'",['Garret FitzGerald'],University of Pennsylvania
1966,1174,1966,"'There’s a lot of concern, just like all across the nation,” said Todd Dunn, president of U.A.W. Local 862, which represents workers at two Ford truck plants in Kentucky.'",['Todd Dunn'],University of Oxford
1971,1178,1971,"'But all things considered, it’s still too early to be asking how long, according to Natalie Dean, a biostatistician at the University of Florida who is working on coronavirus vaccine evaluation with the World Health Organization.'",['Natalie Dean'],University of Florida
2013,1206,2013,"'Until Italy, Korea and Iran happened, Singapore was the worst outside China,” said Linfa Wang, the director of the emerging infectious diseases program at the Duke-National University of Singapore Medical School.'",['Linfa Wang'],National University of Singapore
2016,1209,2016,"'Most of the information we’re getting is from China,” said Dr. Sharon A. McGrath-Morrow, M.D., a professor of pediatrics at Johns Hopkins University.'",['Sharon A. McGrath-Morrow'],Johns Hopkins University
2021,1213,2021,"'You can even make it into a competition,” said Judith Matloff, who teaches conflict reporting at Columbia University Graduate School of Journalism and is the author of the upcoming book “'",['Judith Matloff'],Columbia University
2022,1214,2022,"'As we see transmission in communities within the United States, “any dense area of people will increase risk of exposure,” said Dr. Aaron M. Milstone, M.D., a professor of pediatrics at the Johns Hopkins University School of Medicine.'",['Aaron M. Milstone'],Johns Hopkins University
2063,1230,2063,"'How Poetry Shakes Up the National Desk’s Morning Meetings,” Marc Lacey writes about a new tradition to read a poem at the beginning of meetings:\nWhen the National desk gets together to discuss stories, it can be a grim half-hour.'",['Marc Lacey'],National University of Singapore
2064,1231,2064,"'They have been, said Christos Lynteris, a medical anthropologist at the University of St. Andrews in Scotland, a sign of “something that hides but also communicates.'",['Christos Lynteris'],University of St Andrews
2085,1238,2085,"'Everyone is just trying to get by day to day at the moment,” said Krista Schwarz, an assistant professor of finance at the University of Pennsylvania’s Wharton business school.'",['Krista Schwarz'],University of Pennsylvania
2086,1239,2086,"'We all need to be worried about the corner diner and the new coffee shop and the bodega and the small nonprofit organizations,” said Eric Klinenberg, a sociology professor at New York University and the author of “Palaces for the People:'",['Eric Klinenberg'],New York University
2097,1248,2097,"'Younger folks especially seem to want to be more engaged in their giving, to see results, to see the personal connection,” said Alan J. Abramson, director at the Center for Nonprofit Management, Philanthropy and Policy at George Mason University.'",['Alan J. Abramson'],George Mason University
2101,1250,2101,"'If we have 3,500 confirmed cases in the U.S., you might be looking at 35,000 in reality,” said Jeffrey Shaman, an epidemiologist at Columbia University and the senior author of the new report, which was posted by the journal Science.'",['Jeffrey Shaman'],Columbia University
2113,1258,2113,"'It was a rush of disbelief, disappointment and tears because it’s over, and you’re not getting to finish what you started,” said the team’s coach, Dave Donarski, whose daughter Lexi, an Iowa State recruit and McDonald’s all-American, was supposed to be playing her final high school game.\n'","['Dave Donarski', 'Lexi']",Iowa State University
2131,1266,2131,"'Book a window seat, try not to move during the flight, stay hydrated and keep your hands away from your face,” said Vicki Stover Hertzberg, a professor at Emory University’s School of Nursing and director of the Center for Nursing Data Science at Emory, and one of the lead researchers on the study.'",['Vicki Stover Hertzberg'],Emory University
