,idx,quote,people,orgs,source,gender
137,192,"'When a cop is patrolling, they have to go into homes, they have to go into stores, they experience a whole different world of environments,” said Timothy Akers, an assistant vice president at Morgan State University in Baltimore who studies the emerging field of epidemiological criminology.\n\n\n'",['Timothy Akers'],['Morgan State University'],The New York Times,0
138,192,"'The problem we are running into is that things aren’t moving fast enough,” said Ed Mullins, the president of the Sergeants Benevolent Association said.\n'",['Ed Mullins'],['the Sergeants Benevolent Association'],The New York Times,0
139,193,"'It feels like I always have cameras on me,” Hachimura said — “Terrace House” has long been a welcome reversal, offering him the chance to peek into other people’s lives for a change.'",['Hachimura'],['’s'],The New York Times,0
140,195,"'It’s easy to get your words in” during team meetings, said Vicki Crosson, a software engineer on The Times’s search team.'",['Vicki Crosson'],['Times'],The New York Times,0
141,195,"'I’ve been so inspired by my colleagues,” Meredith Kopit Levien, chief operating officer at The Times, wrote via email.'",['Kopit Levien'],['Times'],The New York Times,0
143,198,"'Watch the Modern Love TV series, now on Amazon Prime Video; sign up for Love Letter, our weekly email; read past Modern Love columns and Tiny Love Stories; listen to the Modern Love Podcast on iTunes, Spotify or Google Play Music; peruse our T-shirts, totes, sweatshirts and temporary tattoos on the NYT Store; check out the updated anthology “Modern Love: True Stories of Love, Loss, and Redemption”; and follow Modern Love on Facebook.'","['Spotify', 'Google Play Music']","['the Modern Love Podcast', 'Amazon Prime Video', 'the NYT Store']",The New York Times,0
144,200,"'And before there was “America’s Funniest Home Videos,” Mr. Shimura introduced the concept of broadcasting footage contributed by viewers on the variety show “Kato-Chan Ken-Chan Gokigen TV,” which aired for six years on Saturday nights on TBS, one of Japan’s main television networks.\n\n\n'",['Shimura'],"['Kato', 'TBS']",The New York Times,0
145,202,'Michael Koplow of the centrist Israel Policy Forum described Kushner’s plan for the Palestinian economy as “the Monty Python version of Israeli-Palestinian peace.”\n',"['Michael Koplow', 'Kushner']",['Israel Policy Forum'],The New York Times,0
146,202,'Kushner has embedded his own people in the Federal Emergency Management Agency; a senior official described them to The Times as “a ‘frat party’ that descended from a U.F.O. and invaded the federal government.',['Kushner'],"['Times', 'the Federal Emergency Management Agency']",The New York Times,0
147,202,"'As The Washington Post reported, Kushner’s team added “another layer of confusion and conflicting signals within the White House’s disjointed response to the crisis.'",['Kushner'],['The Washington Post'],The New York Times,0
148,207,"'It is critically important that public adoption not come at the expense of medical mask availability for health workers,” said Jason Abaluck, an associate professor of economics at the Yale School of Management and a co-author of the paper.'",['Jason Abaluck'],['the Yale School of Management'],The New York Times,0
149,208,"'In an interview with Mr. Edsall, Lee Drutman, a senior fellow at the New America Foundation, predicted that “there will be lots of blame to go around” and “that blame will almost certainly fuel even more partisan politics.'","['Lee Drutman', 'Edsall']",['the New America Foundation'],The New York Times,0
150,208,"'In an interview with Mr. Edsall, Lee Drutman, a senior fellow at the New America Foundation, predicted that “there will be lots of blame to go around” and “that blame will almost certainly fuel even more partisan politics.'","['Lee Drutman', 'Edsall']",['the New America Foundation'],The New York Times,0
151,209,"'Efforts also were underway by Tunisia, one of the 10 nonpermanent Security Council members, to draft a resolution that would, without assigning blame for the virus, support Mr. Guterres’s appeal for a global cease-fire and describe the pandemic as “a threat to humanity and to international peace and security,” diplomats who had seen the draft said.'",['Guterres'],['Security Council'],The New York Times,0
152,210,"'Modly, the acting Navy secretary, said Captain Crozier was fired because the growing coronavirus outbreak “overwhelmed his ability to act professionally.'","['Captain Crozier', 'Modly']",['Navy'],The New York Times,0
153,210,"'This is far from the first time in the last several years that Congress is going to have a lot of questions for Navy leadership — on leadership.”\nRepresentative Adam Smith of Washington, the chairman of the House Armed Services Committee, along with top subcommittee leaders — Representatives Joe Courtney of Connecticut, Jackie Speier of California and John Garamendi of California'","['John Garamendi', 'Jackie Speier', 'Adam Smith', 'Joe Courtney']",['the House Armed Services Committee'],The New York Times,0
154,210,"'At least one lawmaker on the House Armed Services Committee, Representative Andy Kim, Democrat of New Jersey, called for Captain Crozier’s reinstatement, saying that “dismissing him sends a dangerous message to our leaders across the military.'",['Andy Kim'],"['Captain Crozier’s', 'the House Armed Services Committee']",The New York Times,0
156,213,"'Senegal’s president, Macky Sall, described him as “a great figure of sport,” and the head of French soccer, Noël Le Graët, called him “an important man in our football, a quality man, atypical, listened to and respected.'",['Noël Le Graët'],"['Macky Sall', 'Senegal’s']",The New York Times,0
157,215,"'Mr. Kushner and his team, from the White House Office of American Innovation, have played an integral role by facilitating close coordination between the federal government and the private sector during this critical time,” said Lizzie Litzow, a FEMA spokeswoman.\n'",['Lizzie Litzow'],['FEMA'],The New York Times,0
158,216,"'Our goal is to limit stockpiling of medication that could result in future shortages and gaps in care,” said Mike DeAngelis, a spokesman for CVS.'",['Mike DeAngelis'],['CVS'],The New York Times,0
160,218,"'They’re mired in crisis, strapped for cash, and so revert to the old playbook — fearmongering about the collapse of society — in order to raise money,” said John Feinblatt, the president of Everytown, adding that the N.R.A. was trying to convince people that “apocalypse is on its way.'","['Everytown', 'John Feinblatt']",['N.R.A.'],The New York Times,0
161,218,"'There isn’t a single person who has ever used a gun in self-defense who would consider it nonessential,” the N.R.A.’s chief executive, Wayne LaPierre, said in a statement, calling the shutdown of gun stores an assault “on our Second Amendment freedoms.'",['Wayne LaPierre'],['N.R.A.’s'],The New York Times,0
162,218,"'There isn’t a single person who has ever used a gun in self-defense who would consider it nonessential,” the N.R.A.’s chief executive, Wayne LaPierre, said in a statement, calling the shutdown of gun stores an assault “on our Second Amendment freedoms.'",['Wayne LaPierre'],['N.R.A.’s'],The New York Times,0
163,218,"'They’re mired in crisis, strapped for cash, and so revert to the old playbook — fearmongering about the collapse of society — in order to raise money,” said John Feinblatt, the president of Everytown, adding that the N.R.A. was trying to convince people that “apocalypse is on its way.'","['Everytown', 'John Feinblatt']",['N.R.A.'],The New York Times,0
165,220,"'You’re taking a temporary disadvantage and making it permanent because it will be hard to recoup that learning loss,” said Miriam A. Rollin, the director of the Education Civil Rights Alliance at the National Center for Youth Law.'",['Miriam A. Rollin'],"['the National Center for Youth Law', 'the Education Civil Rights Alliance']",The New York Times,0
166,220,"'While districts are working on solutions for kids with special needs, they shouldn’t wait to serve everyone else,” Michael J. Petrilli, the president of the Thomas B. Fordham Institute, a conservative research organization, wrote on Twitter.\n'",['Michael J. Petrilli'],['the Thomas B. Fordham Institute'],The New York Times,0
